Title;Authors;DOI;Removed (Title);Removed (Abstract)
Explaining in Time: Meeting Interactive Standards of Explanation for Robotic Systems;Arnold, Thomas and Kasenberg, Daniel and Scheutz, Matthias;10.1145/3457183;1;1
Exploiting Label Dependencies for Multi-Label Document Classification Using Transformers;Fallah, Haytame and Bruno, Emmanuel and Bellot, Patrice and Murisasco, Elisabeth;10.1145/3573128.3609356;1;1
Exploring inter-child behavioral relativity in a shared social environment: a field study in a kindergarten;Hwang, Inseok and Jang, Hyukjae and Nachman, Lama and Song, Junehwa;10.1145/1864349.1864373;1;1
Exploring the Effects of Machine Learning Literacy Interventions on Laypeople’s Reliance on Machine Learning Models;Chiang, Chun-Wei and Yin, Ming;10.1145/3490099.3511121;1;1
Exploring the Impact of the Output Format on the Evaluation of Large Language Models for Code Translation;Macedo, Marcos and Tian, Yuan and Cogo, Filipe and Adams, Bram;10.1145/3650105.3652301;1;1
Exploring topic coherence over many models and many topics;Stevens, Keith and Kegelmeyer, Philip and Andrzejewski, David and Buttler, David;;1;1
Exploring Trust, Acceptance, and Behavioral Differences When Humans Collaborate with Large Language Models as Tools and Teammates;Flathmann, Christopher and McNeese, Nathan and Sengupta, Subhasree and Johnson, Ethan;10.1145/3764591;1;1
Extracting normative relationships from business contracts;Gao, Xibin and Singh, Munindar P.;;1;1
Extreme Datacenter Specialization for Planet-Scale Computing: ASIC Clouds;Xie, Shaolin and Davidson, Scott and Magaki, Ikuo and Khazraee, Moein and Vega, Luis and Zhang, Lu and Taylor, Michael B.;10.1145/3273982.3273991;1;1
Extreme Multi-Label Completion for Semantic Document Tagging with Taxonomy-Aware Parallel Learning;Audiffren, Julien and Broillet, Christophe and Dolamic, Ljiljana and Cudr\'{e;10.1145/3746252.3761233;1;1
Factored conditional restricted Boltzmann Machines for modeling motion style;Taylor, Graham W. and Hinton, Geoffrey E.;10.1145/1553374.1553505;1;1
FAIML '23: Proceedings of the 2023 International Conference on Frontiers of Artificial Intelligence and Machine Learning;;;1;1
FANCY: Human-centered, Deep Learning-based Framework for Fashion Style Analysis;Jeon, Youngseung and Jin, Seungwan and Han, Kyungsik;10.1145/3442381.3449833;1;1
Fast IR drop estimation with machine learning;Xie, Zhiyao and Li, Hai and Xu, Xiaoqing and Hu, Jiang and Chen, Yiran;10.1145/3400302.3415763;1;1
Fast, fair, and frugal bandwidth allocation in ATM networks;Bartal, Yair and Farach-Colton, Martin and Yooseph, Shibu and Zhang, Lisa;;1;1
Few-Shot Relation Extraction Based on Prompt Learning: A Taxonomy, Survey, Challenges and Future Directions;Hang, Tingting and Liu, Shuting and Feng, Jun and Djigal, Hamza and Huang, Jun;10.1145/3746281;1;1
Fidas: fortifying the cloud via comprehensive FPGA-based offloading for intrusion detection: industrial product;Chen, Jian and Zhang, Xiaoyu and Wang, Tao and Zhang, Ying and Chen, Tao and Chen, Jiajun and Xie, Mingxu and Liu, Qiang;10.1145/3470496.3533043;1;1
Financing lead triggers: empowering sales reps through knowledge discovery and fusion;Aggour, Kareem S. and Hoogs, Bethany;10.1145/2487575.2488190;1;1
Finding additional semantic entity information for search engines;Hou, Jun and Nayak, Richi and Zhang, Jinglan;10.1145/2407085.2407101;1;1
Fine-Grained Representation Learning and Recognition by Exploiting Hierarchical Semantic Embedding;Chen, Tianshui and Wu, Wenxi and Gao, Yuefang and Dong, Le and Luo, Xiaonan and Lin, Liang;10.1145/3240508.3240523;1;1
FLEXI: A Robust and Flexible Social Robot Embodiment Kit;Alves-Oliveira, Patr\'{\i;10.1145/3532106.3533541;1;1
FlexiBERT: Are Current Transformer Architectures too Homogeneous and Rigid?;Tuli, Shikhar and Dedhia, Bhishma and Tuli, Shreshth and Jha, Niraj K.;10.1613/jair.1.13942;1;1
Flexible modelling using conversational agents;P\'{e;10.1109/MODELS-C.2019.00076;1;1
Forecasting and inventory model with Vertex (IA) to increase textile demand fulfillment;Magallanes-Rodriguez, Alejandro Ruben and Arias-Verde, Piero Alexander and Maradiegue-Tuesta, Fernando and Pinzon-Hoyos, Fabiola;10.1145/3716097.3716119;1;1
Formal Probabilistic Methods for Combinatorial Structures using the Lov\'{a;Edmonds, Chelsea and Paulson, Lawrence C.;10.1145/3636501.3636946;1;1
FPGAs in client compute hardware;Mattioli, Michael;10.1145/3546035;1;1
FPGAs in Client Compute Hardware: Despite certain challenges, FPGAs provide security and performance benefits over ASICs.;Mattioli, Michael;10.1145/3512327;1;1
FPIC: A Novel Semantic Dataset for Optical PCB Assurance;Jessurun, Nathan and Dizon-Paradis, Olivia P. and Harrison, Jacob and Ghosh, Shajib and Tehranipoor, Mark M. and Woodard, Damon L. and Asadizanjani, Navid;10.1145/3588032;1;1
From a science fiction to reality: cyborg ethics in Japan;Murata, Kiyoshi and Adams, Andrew A. and Fukuta, Yasunori and Orito, Yohko and Arias-Oliva, Mario and Pelegrin-Borondo, Jorge;10.1145/3144592.3144600;1;1
From Component to System: Rethinking Edge Computing Design through a Carbon-Aware Lens;Chen, Xuesi and Goldner, Ariel and Yildiz, Eren and Mandel, Ilan and Cheng, Tingyu and Hester, Josiah and Gupta, Udit;10.1145/3757892.3757910;1;1
From Stars to Insights: Exploration and Implementation of Unified Sentiment Analysis with Distant Supervision;Li, Wenchang and Lalor, John P. and Chen, Yixing and Kanuri, Vamsi K.;10.1145/3757747;1;1
FSE 2024: Companion Proceedings of the 32nd ACM International Conference on the Foundations of Software Engineering;;;1;1
Functionality and architecture of a cooperative database system: a vision;Kirsche, Thomas and Lenz, Richard and Schuster, Hans;10.1145/191246.191312;1;1
GAIIS '25: Proceedings of the 2025 2nd International Conference on Generative Artificial Intelligence and Information Security;;;1;1
Gamification in Public Service Provisioning: Investigation of Research Needs;Ronzhyn, Alexander and Wimmer, Maria A. and Viale Pereira, Gabriela and Alexopoulos, Charalampos;10.1145/3396956.3398256;1;1
Generating Adversarial Examples Based on Subarea Noise Texture for Efficient Black-Box Attacks;Chen, Zhijian and Liu, Jing and Chen, Hui;10.1145/3446132.3446174;1;1
Generating component release plans with backward simulation;Watson, Edward F. and Medeiros, Deborah J. and Sadowski, Randall P.;10.1145/256563.256886;1;1
Genre-Controllable Story Generation via Supervised Contrastive Learning;Cho, JinUk and Jeong, MinSu and Bak, JinYeong and Cheong, Yun-Gyung;10.1145/3485447.3512004;1;1
GistVis: Automatic Generation of Word-scale Visualizations from Data-rich Documents;Zou, Ruishi and Tang, Yinqi and Chen, Jingzhu and Lu, Siyu and Lu, Yan and Yang, Yingfan and Ye, Chen;10.1145/3706598.3713881;1;1
Giving Robots a Voice: Human-in-the-Loop Voice Creation and open-ended Labeling;van Rijn, Pol and Mertes, Silvan and Janowski, Kathrin and Weitz, Katharina and Jacoby, Nori and Andr\'{e;10.1145/3613904.3642038;1;1
Global Pandemic and Rapid New Product Development of Medical Products;Kumari, Moothedath Chandran and Sagar, Biradar;10.1145/3428492;1;1
Going big: a large-scale study on what big data developers ask;Bagherzadeh, Mehdi and Khatchadourian, Raffi;10.1145/3338906.3338939;1;1
Grandet: A Unified, Economical Object Store for Web Applications;Tang, Yang and Hu, Gang and Yuan, Xinhao and Weng, Lingmei and Yang, Junfeng;10.1145/2987550.2987562;1;1
Graph queries in a next-generation Datalog system;Shkapsky, Alexander and Zeng, Kai and Zaniolo, Carlo;10.14778/2536274.2536290;1;1
Graph-based Text Classification by Contrastive Learning with Text-level Graph Augmentation;Li, Ximing and Wang, Bing and Wang, Yang and Wang, Meng;10.1145/3638353;1;1
Graph-theoretic methods in database theory;Yannakakis, Mihalis;10.1145/298514.298576;1;1
Greedy by choice;Greco, Sergio and Zaniolo, Carlo and Ganguly, Sumit;10.1145/137097.137836;1;1
HAI '24: Proceedings of the 12th International Conference on Human-Agent Interaction;;;1;1
Handling Difficult Labels for Multi-label Image Classification via Uncertainty Distillation;Song, Liangchen and Wu, Jialian and Yang, Ming and Zhang, Qian and Li, Yuan and Yuan, Junsong;10.1145/3474085.3475406;1;1
HapticGen: Generative Text-to-Vibration Model for Streamlining Haptic Design;Sung, Youjin and John, Kevin and Yoon, Sang Ho and Seifi, Hasti;10.1145/3706598.3713609;1;1
Hardware Trust and Assurance through Reverse Engineering: A Tutorial and Outlook from Image Analysis and Machine Learning Perspectives;Botero, Ulbert J. and Wilson, Ronald and Lu, Hangwei and Rahman, Mir Tanjidur and Mallaiyan, Mukhil A. and Ganji, Fatemeh and Asadizanjani, Navid and Tehranipoor, Mark M. and Woodard, Damon L. and Forte, Domenic;10.1145/3464959;1;1
Harnessing Empathy and Ethics for Relevance Detection and Information Categorization in Climate and COVID-19 Tweets;Upadhyaya, Apoorva and Nejdl, Wolfgang and Fisichella, Marco;10.1145/3627673.3679937;1;1
HCAIep '23: Proceedings of the 2023 Conference on Human Centered Artificial Intelligence: Education and Practice;;;1;1
HealthSec '24: Proceedings of the 2024 Workshop on Cybersecurity in Healthcare;;;1;1
Hierarchical Matching Network for Crime Classification;Wang, Pengfei and Fan, Yu and Niu, Shuzi and Yang, Ze and Zhang, Yongfeng and Guo, Jiafeng;10.1145/3331184.3331223;1;1
Holistic Methodologies for Fusing the Material and the Ideological: Tracing the Sociotechnical Imaginaries that Enable the World's Fastest Supercomputer;Read, Sarah and Frith, Jordan;10.1145/3641237.3691653;1;1
Homogeneous physio-behavioral visual and mouse-based biometric;Hamdy, Omar and Traor\'{e;10.1145/1993060.1993062;1;1
HotMobile '24: Proceedings of the 25th International Workshop on Mobile Computing Systems and Applications;;;1;1
House Design Flood and Earthquake Resistant Recommender Application implementing Case-Base Content Filtering Algorithm;Avestro, Junnel E. and Corpuz, Mark Jade S. and Morco, Roselia C. and Angeles, Jean M. and Calanda, Fredilyn B. and Jasmin, John Paul S.;10.1145/3168390.3168427;1;1
How Memory-Safe is IoT? Assessing the Impact of Memory-Protection Solutions for Securing Wireless Gateways;Safronov, Vadim and Bostan, Ionut and Allott, Nicholas and Martin, Andrew;10.1145/3703790.3703820;1;1
How to Evaluate Single-Round Dialogues Like Humans: An Information-Oriented Metric;Zhong, Sheng-Hua and Liu, Peiqi and Ming, Zhong and Liu, Yan;10.1109/TASLP.2020.3003864;1;1
HRI '24: Companion of the 2024 ACM/IEEE International Conference on Human-Robot Interaction;;;1;1
HSVLT: Hierarchical Scale-Aware Vision-Language Transformer for Multi-Label Image Classification;Ouyang, Shuyi and Wang, Hongyi and Niu, Ziwei and Bai, Zhenjia and Xie, Shiao and Xu, Yingying and Tong, Ruofeng and Chen, Yen-Wei and Lin, Lanfen;10.1145/3581783.3612159;1;1
HttF '24: Proceedings of the Halfway to the Future Symposium;;;1;1
Human factors testing in the design of Xerox's 8010 “Star” office workstation;Bewley, William L. and Roberts, Teresa L. and Schroit, David and Verplank, William L.;10.1145/800045.801584;1;1
Human Intuition and Algorithmic Efficiency Must Be Balanced to Enhance Data Mesh Resilience;Strelzoff, Andrew and Trump, Benjamin D. and Cummings, Christopher L. and Smith, Madison and Galaitsi, Stephanie E. and Stoddard, Kelsey and Keisler, Jeff and Vardi, Moshe and Bastian, Nathaniel and Kott, Alexander and Linkov, Igor;10.1145/3632290;1;1
Human model evaluation in interactive supervised learning;Fiebrink, Rebecca and Cook, Perry R. and Trueman, Dan;10.1145/1978942.1978965;1;1
Human-AI Collaboration in High-Stakes Decision-Making: Work in Progress;Zhou, Jianan and Aloufi, Ranya and TalyaPorat and van Zalk, Nejra;10.14236/ewic/BCSHCI2025.52;1;1
Human-centered NLP Fact-checking: Co-Designing with Fact-checkers using Matchmaking for AI;Liu, Houjiang and Das, Anubrata and Boltz, Alexander and Zhou, Didi and Pinaroc, Daisy and Lease, Matthew and Lee, Min Kyung;10.1145/3686962;1;1
Hybrid in-database inference for declarative information extraction;Wang, Daisy Zhe and Franklin, Michael J. and Garofalakis, Minos and Hellerstein, Joseph M. and Wick, Michael L.;10.1145/1989323.1989378;1;1
IASA '25: Proceedings of the 3rd ACM International Workshop on Intelligent Acoustic Systems and Applications;;;1;1
IC4E '23: Proceedings of the 2023 14th International Conference on E-Education, E-Business, E-Management and E-Learning;;;1;1
ICAIF '24: Proceedings of the 5th ACM International Conference on AI in Finance;;;1;1
ICBAR '23: Proceedings of the 2023 3rd International Conference on Big Data, Artificial Intelligence and Risk Management;;;1;1
ICBBB '23: Proceedings of the 2023 13th International Conference on Bioscience, Biochemistry and Bioinformatics;;;1;1
ICCBD '24: Proceedings of the 2024 International Conference on Cloud Computing and Big Data;;;1;1
ICCIP '24: Proceedings of the 2024 10th International Conference on Communication and Information Processing;;;1;1
ICCMS '23: Proceedings of the 2023 15th International Conference on Computer Modeling and Simulation;;;1;1
ICCSIE '23: Proceedings of the 8th International Conference on Cyber Security and Information Engineering;;;1;1
ICCSMT '23: Proceedings of the 2023 4th International Conference on Computer Science and Management Technology;;;1;1
ICCSMT '24: Proceedings of the 2024 5th International Conference on Computer Science and Management Technology;;;1;1
ICCTA '22: Proceedings of the 2022 8th International Conference on Computer Technology Applications;;;1;1
ICEA '23: Proceedings of the 2023 International Conference on Intelligent Computing and Its Emerging Applications;;;1;1
ICEGOV '22: Proceedings of the 15th International Conference on Theory and Practice of Electronic Governance;;;1;1
ICEKIM '25: Proceedings of the 2025 6th International Conference on Education, Knowledge and Information Management;;;1;1
ICER '24: Proceedings of the 2024 ACM Conference on International Computing Education Research - Volume 1;;;1;1
ICHSM '24: Proceedings of the 2024 7th International Conference on Healthcare Service Management;;;1;1
ICIBE '24: Proceedings of the 10th International Conference on Industrial and Business Engineering;;;1;1
ICIEAI '23: Proceedings of the 2023 International Conference on Information Education and Artificial Intelligence;;;1;1
ICIMH '24: Proceedings of the 2024 5th International Conference on Intelligent Medicine and Health;;;1;1
ICISS '22: Proceedings of the 5th International Conference on Information Science and Systems;;;1;1
ICITEE '24: Proceedings of the 7th International Conference on Information Technologies and Electrical Engineering;;;1;1
ICMECG '22: Proceedings of the 9th International Conference on Management of e-Commerce and e-Government;;;1;1
ICMHI '24: Proceedings of the 2024 8th International Conference on Medical and Health Informatics;;;1;1
ICMI '22: Proceedings of the 2022 International Conference on Multimodal Interaction;;;1;1
ICMR '24: Proceedings of the 2024 International Conference on Multimedia Retrieval;;;1;1
ICMR '25: Proceedings of the 2025 International Conference on Multimedia Retrieval;;;1;1
ICONETSI '22: Proceedings of the 2022 International Conference on Engineering and Information Technology for Sustainable Industry;;;1;1
ICPC '24: Proceedings of the 32nd IEEE/ACM International Conference on Program Comprehension;;;1;1
ICSCIS '24: Proceedings of the 2024 International Conference on Smart City and Information System;;;1;1
ICSE '23: Proceedings of the 45th International Conference on Software Engineering;;;1;1
ICSE '24: Proceedings of the IEEE/ACM 46th International Conference on Software Engineering;;;1;1
ICSE-SEET '23: Proceedings of the 45th International Conference on Software Engineering: Software Engineering Education and Training;;;1;1
ICSE-SEET '24: Proceedings of the 46th International Conference on Software Engineering: Software Engineering Education and Training;;;1;1
ICSE-SEIP '23: Proceedings of the 45th International Conference on Software Engineering: Software Engineering in Practice;;;1;1
ICSE-SEIS '23: Proceedings of the 45th International Conference on Software Engineering: Software Engineering in Society;;;1;1
ICTIR '25: Proceedings of the 2025 International ACM SIGIR Conference on Innovative Concepts and Theories in Information Retrieval (ICTIR);;;1;1
IDC '24: Proceedings of the 23rd Annual ACM Interaction Design and Children Conference;;;1;1
Ideas for modeling and simulation of supply chains with Arena;Vieira, Guilherme Ernani;;1;1
Identifying Species based on Relative Synonymous Codon Pair Usage combining K - means and SVM: An Application for Bacillus;Duy, Nguyen Ho Minh and Tuan-Anh, Tran and Viet, Ngo Quoc and Bao, Pham The;10.1145/2857546.2857588;1;1
If I were a digital application, I would be ChatGPT: Student perspectives on digital technology in Togo;"Fr\""{o";10.1145/3757232.3757251;1;1
IHC '23: Proceedings of the XXII Brazilian Symposium on Human Factors in Computing Systems;;;1;1
IMMS '23: Proceedings of the 2023 6th International Conference on Information Management and Management Science;;;1;1
Improve Learning from Crowds via Generative Augmentation;Chu, Zhendong and Wang, Hongning;10.1145/3447548.3467409;1;1
Improving Gesture Recognition Accuracy on Touch Screens for Users with Low Vision;Vatavu, Radu-Daniel;10.1145/3025453.3025941;1;1
Improving multilingual summarization: using redundancy in the input to correct MT errors;Siddharthan, Advaith and McKeown, Kathleen;10.3115/1220575.1220580;1;1
Improving Security Tasks Using Compiler Provenance Information Recovered At the Binary-Level;Du, Yufei and Alrawi, Omar and Snow, Kevin and Antonakakis, Manos and Monrose, Fabian;10.1145/3576915.3623098;1;1
Improving Speaker Verification With Noise-Aware Label Ensembling and Sample Selection: Learning and Correcting Noisy Speaker Labels;Fang, Zhihua and He, Liang and Li, Lin and Hu, Ying;10.1109/TASLP.2024.3407527;1;1
Improving Workflow Integration with xPath: Design and Evaluation of a Human-AI Diagnosis System in Pathology;Gu, Hongyan and Liang, Yuan and Xu, Yifan and Williams, Christopher Kazu and Magaki, Shino and Khanlou, Negar and Vinters, Harry and Chen, Zesheng and Ni, Shuo and Yang, Chunxu and Yan, Wenzhong and Zhang, Xinhai Robert and Li, Yang and Haeri, Mohammad and Chen, Xiang ‘Anthony’;10.1145/3577011;1;1
In the Room Where It Happens: Characterizing Local Communication and Threats in Smart Homes;Girish, Aniketh and Hu, Tianrui and Prakash, Vijay and Dubois, Daniel J. and Matic, Srdjan and Huang, Danny Yuxing and Egelman, Serge and Reardon, Joel and Tapiador, Juan and Choffnes, David and Vallina-Rodriguez, Narseo;10.1145/3618257.3624830;1;1
Incomplete path expressions and their disambiguation;Ioannidis, Yannis E. and Lashkari, Yezdi;10.1145/191839.191870;1;1
Incorporating Sustainability in Electronics Design: Obstacles and Opportunities;"Englhardt, Zachary and H\""{a";10.1145/3706598.3713299;1;1
Information status distinctions and referring expressions: An empirical study of references to people in news summaries;Siddharthan, Advaith and Nenkova, Ani and McKeown, Kathleen;10.1162/COLI_a_00077;1;1
Information Technology Competency Model of Core Learning Outcomes and Assessment for Associate-Degree Curriculum;Hawthorne, Elizabeth K. and Campbell, Robert D. and Tang, Cara and Tucker, Cindy S. and Nichols, Jim;;1;1
Integrating Hybrid Features for Document-Level Event Role Extraction Method;Zhang, Jingyao and Xu, Tao;10.1145/3573942.3574051;1;1
Integrating multi-perspective views into ontological analysis;Rosemann, Michael and Green, Peter;;1;1
Integrating Service-Learning Into Social Media Mining Class;Spezzano, Francesca and Bose, Devshikha;10.1145/3724363.3729077;1;1
Intelligent agent for automated manufacturing rule generation;Clark, Alan and Filev, Dimitar;10.1145/1031171.1031266;1;1
Intelligent Manufacturing-Simulation Agents Tool (IMSAT);Nadoli, Gajanana and Biegel, John E.;10.1145/151527.151548;1;1
Interacci\'{o;;;1;1
Interaction between record matching and data repairing;Fan, Wenfei and Li, Jianzhong and Ma, Shuai and Tang, Nan and Yu, Wenyuan;10.1145/1989323.1989373;1;1
Interaction-aware Drug Package Recommendation via Policy Gradient;Zheng, Zhi and Wang, Chao and Xu, Tong and Shen, Dazhong and Qin, Penggang and Zhao, Xiangyu and Huai, Baoxing and Wu, Xian and Chen, Enhong;10.1145/3511020;1;1
Internet-scale collection of human-reviewed data;Su, Qi and Pavlov, Dmitry and Chow, Jyh-Herng and Baker, Wendell C.;10.1145/1242572.1242604;1;1
Internetware '23: Proceedings of the 14th Asia-Pacific Symposium on Internetware;;;1;1
Internetware '25: Proceedings of the 16th International Conference on Internetware;;;1;1
Intrinsic NBTI-variability aware statistical pipeline performance assessment and tuning;Vaidyanathan, Balaji and Oates, Anthony S. and Xie, Yuan;10.1145/1687399.1687429;1;1
Introducing AI Without Computers: Hands-On Literacy and Ethical Sense-Making for Young Learners;Darabipourshiraz, Hasti and Bhat, Maalvika and Long, Duri;10.1145/3706599.3719876;1;1
Introduction to the Special Issue on Deep Learning for Spatio-Temporal Data: Part 2;Wang, Senzhang and Zhang, Junbo and Fu, Yanjie and Li, Yong;10.1145/3510023;1;1
"Investigating AR Assistance for Human-Robot Collaboration in Mould Assembly ""in the Wild""";Lunding, Rasmus Skovhus and Feuchtner, Tiare and Gr\o{;;1;1
Investigating Conceptual Blending of a Diffusion Model for Improving Nonword-to-Image Generation;Matsuhira, Chihaya and Kastner, Marc A. and Komamizu, Takahiro and Hirayama, Takatsugu and Ide, Ichiro;10.1145/3664647.3681202;1;1
IoT '24: Proceedings of the 14th International Conference on the Internet of Things;;;1;1
ISSTA 2023: Proceedings of the 32nd ACM SIGSOFT International Symposium on Software Testing and Analysis;;;1;1
ISWC '22: Proceedings of the 2022 ACM International Symposium on Wearable Computers;;;1;1
ITiCSE 2025: Proceedings of the 30th ACM Conference on Innovation and Technology in Computer Science Education V. 1;;;1;1
IVA '25: Proceedings of the 25th ACM International Conference on Intelligent Virtual Agents;;;1;1
Jack-in-the-box: An Empirical Study of JavaScript Bundling on the Web and its Security Implications;Rack, Jeremy and Staicu, Cristian-Alexandru;10.1145/3576915.3623140;1;1
JCDL '23: Proceedings of the 2023 ACM/IEEE Joint Conference on Digital Libraries;;;1;1
JFlow: practical mostly-static information flow control;Myers, Andrew C.;10.1145/292540.292561;1;1
K-12 Computer Science Framework;K-12 Computer Science Framework Steering Committee;;1;1
KDD '25: Proceedings of the 31st ACM SIGKDD Conference on Knowledge Discovery and Data Mining V.2;;;1;1
KerasCV and KerasNLP: multi-framework models;Watson, Matthew and Sreepathihalli, Divyashree Shivakumar and Chollet, Fran\c{c;;1;1
Kin'touch: understanding how visually impaired people explore tactile maps;Brock, Anke and Lebaz, Samuel and Oriola, Bernard and Picard, Delphine and Jouffrais, Christophe and Truillet, Philippe;10.1145/2212776.2223821;1;1
"Knowledge management at Ernst &amp; Young UK: getting value through knowledge flows";"Ezingeard, Jean-No\""{e";;1;1
Label Aggregation of Gradient Boosting Decision Trees;Xiang, Xingchun and Zhang, Huaixuan and Xia, Shu-Tao;10.1145/3421558.3421581;1;1
Label-Correction Capsule Network for Hierarchical Text Classification;Zhao, Fei and Wu, Zhen and He, Liang and Dai, Xin-Yu;10.1109/TASLP.2023.3282099;1;1
LADC '24: Proceedings of the 13th Latin-American Symposium on Dependable and Secure Computing;;;1;1
LAK '25: Proceedings of the 15th International Learning Analytics and Knowledge Conference;;;1;1
LangPTune: Optimizing Language-based User Profiles for Recommendation;Gao, Zhaolin and Zhou, Joyce and Dai, Yijia and Joachims, Thorsten;10.1145/3746252.3761369;1;1
Language-Models-as-a-Service: Overview of a New Paradigm and its Challenges;La Malfa, Emanuele and Petrov, Aleksandar and Frieder, Simon and Weinhuber, Christoph and Burnell, Ryan and Nazar, Raza and Cohn, Anthony and Shadbolt, Nigel and Wooldridge, Michael;10.1613/jair.1.15865;1;1
Lay User Involvement in Developing Human-centric Responsible AI Systems: When and How?;Vincenzi, Beatrice and Stumpf, Simone and Taylor, Alex S. and Nakao, Yuri;10.1145/3652592;1;1
Learning from Graph Propagation via Ordinal Distillation for One-Shot Automated Essay Scoring;Jiang, Zhiwei and Liu, Meng and Yin, Yafeng and Yu, Hua and Cheng, Zifeng and Gu, Qing;10.1145/3442381.3450017;1;1
Learning from Label Relationships in Human Affect;Foteinopoulou, Niki Maria and Patras, Ioannis;10.1145/3503161.3548373;1;1
Learning from Multi-annotator Data: A Noise-aware Classification Framework;Zhan, Xueying and Wang, Yaowei and Rao, Yanghui and Li, Qing;10.1145/3309543;1;1
Learning Machine Learning with Personal Data Helps Stakeholders Ground Advocacy Arguments in Model Mechanics;Register, Yim and Ko, Amy J.;10.1145/3372782.3406252;1;1
Learning Object Affordances by Leveraging the Combination of Human-Guidance and Self-Exploration;Chu, Vivian and Fitzgerald, Tesca and Thomaz, Andrea L.;;1;1
Learning with Weak Supervision for Email Intent Detection;Shu, Kai and Mukherjee, Subhabrata and Zheng, Guoqing and Awadallah, Ahmed Hassan and Shokouhi, Milad and Dumais, Susan;10.1145/3397271.3401121;1;1
Legal Judgment Prediction via Relational Learning;Dong, Qian and Niu, Shuzi;10.1145/3404835.3462931;1;1
Leveraging Relational Graph Neural Network for Transductive Model Ensemble;Hu, Zhengyu and Zhang, Jieyu and Wang, Haonan and Liu, Siwei and Liang, Shangsong;10.1145/3580305.3599414;1;1
LH-Mix: Local Hierarchy Correlation Guided Mixup over Hierarchical Prompt Tuning;Kong, Fanshuang and Zhang, Richong and Wang, Ziqiao;10.1145/3690624.3709326;1;1
List processing in real time on a serial computer;Baker, Henry G.;10.1145/359460.359470;1;1
Locking Down Secure Open Source Software;Savage, Neil;10.1145/3586584;1;1
LoDen: Making Every Client in Federated Learning a Defender Against the Poisoning Membership Inference Attacks;Ma, Mengyao and Zhang, Yanjun and Arachchige, Pathum Chamikara Mahawaga and Zhang, Leo Yu and Chhetri, Mohan Baruwal and Bai, Guangdong;10.1145/3579856.3590334;1;1
Lost in Moderation: How Commercial Content Moderation APIs Over- and Under-Moderate Group-Targeted Hate Speech and Linguistic Variations;Hartmann, David and Oueslati, Amin and Staufer, Dimitri and Pohlmann, Lena and Munzert, Simon and Heuer, Hendrik;10.1145/3706598.3713998;1;1
Machine Learning Model for the Identification of Lung Cancer Subtypes based on DNA Methylation;Al-Qirshi, Raghad and Basit, Syed Abdullah and Musleh, Saleh and Islam, Mohammad Tariqul and Alam, Tanvir;10.1145/3704239.3704242;1;1
Machine Learning Systems are Bloated and Vulnerable;Zhang, Huaifeng and Alhanahnah, Mohannad and Ahmed, Fahmi Abdulqadir and Fatih, Dyako and Leitner, Philipp and Ali-Eldin, Ahmed;10.1145/3639032;1;1
Maestro: The Analysis-Simulation Integrated Framework for Mixed Reality;Lee, Jingyu and Kim, Hyunsoo and Kim, Minjae and Chun, Byung-Gon and Lee, Youngki;10.1145/3643832.3661891;1;1
Making Data-Driven Articles more Accessible: An Active Preference Learning Approach to Data Fact Personalization;Wang, Yanan and Kim, Yea-Seul;10.1145/3563657.3595986;1;1
Man–Machine Dialogues: Computer Representations and Appropriations in the Soviet Union and the United States;Tatarchenko, Ksenia;;1;1
Max margin learning on domain-independent web information extraction;Zhao, Bin and Yin, Xiaoxin and Xing, Eric P.;10.1145/2063576.2063765;1;1
Measuring profile distance in online social networks;Lavesson, Niklas and Johnson, Henric;10.1145/1988688.1988744;1;1
Mediating Human–Nature Relations through Technology: A Scoping Review of Post-Anthropocentric Artifacts and Their Design Strategies;"Kneile, Madlen and D\""{o";10.1145/3743674;1;1
MedVSA: Medical Visual Spoken-Question Answering;Liu, Lei and Su, Xiangdong and Gao, Guanglai;10.1145/3731715.3733384;1;1
Membership Inference Attacks against Vision Transformers: Mosaic MixUp Training to the Defense;Zhang, Qiankun and Yuan, Di and Zhang, Boyu and Yuan, Bin and Du, Bingqian;10.1145/3658644.3690268;1;1
Metamodeling in OO: OOPSLA'95 workshop summary;Mili, Hafedh and Pachet, Francois and Benyahia, Ilham and Eddy, Fred;10.1145/260094.260257;1;1
MIDA '24: Proceedings of the 2024 International Conference on Machine Intelligence and Digital Applications;;;1;1
MiDTD: A Simple and Effective Distillation Framework for Distantly Supervised Relation Extraction;Li, Rui and Yang, Cheng and Li, Tingwei and Su, Sen;10.1145/3503917;1;1
Minimally-Supervised Structure-Rich Text Categorization via Learning on Text-Rich Networks;Zhang, Xinyang and Zhang, Chenwei and Dong, Xin Luna and Shang, Jingbo and Han, Jiawei;10.1145/3442381.3450114;1;1
Minimizing recall risk by collaborative digitized information sharing between OEM and suppliers: a simulation based investigation;Liotta, Giacomo and Chaudhuri, Atanu;;1;1
Mining explicit rules for software process evaluation;Sun, Chengnian and Du, Jing and Chen, Ning and Khoo, Siau-Cheng and Yang, Ye;10.1145/2486046.2486067;1;1
MirrorFair: Fixing Fairness Bugs in Machine Learning Software via Counterfactual Predictions;Xiao, Ying and Zhang, Jie M. and Liu, Yepang and Mousavi, Mohammad Reza and Liu, Sicen and Xue, Dingyuan;10.1145/3660801;1;1
